FirstName,LastName,StudentID,Gender,Age,Department,Attendance,Midterm,Assignment,Project,Final,GPA,Grade,study_hours_per_week,total_score,participation_in_class,participation_score,quizzes_avg
Ravi,Sharma,STU02428,Female,24,Engineering,86.11,71.59,63.72,72.19,67.11,2.75,C,31.2,68.65,Medium,59,55.61
Kabir,Yadav,STU02429,Male,22,AI & ML,69.41,76.84,77.76,75.41,91.55,3.22,A,29.8,80.39,Medium,61,59.85
Omar,Patel,STU02430,Male,18,Physics,77.62,91.07,55.71,54.4,93.71,2.95,B,7.4,73.72,Medium,59,94.34
Sneha,Kumar,STU02431,Male,19,Mathematics,90.41,95.29,93.94,73.29,92,3.55,A,33.9,88.63,High,85,98.02
Arjun,Kumar,STU02432,Female,20,CS,55.3,78.57,71.54,68.2,96.94,3.15,B,32.3,78.81,High,96,70.33
Neha,Jones,STU02433,Female,18,Commerce,79.78,91.58,86.18,81.48,73.84,3.33,A,9.2,83.27,High,97,43.21
Imran,Singh,STU02434,Male,22,Engineering,82.05,71.27,77.16,59.79,88.59,2.97,B,12.1,74.2,Medium,59,43.01
John,Sharma,STU02435,Male,20,Commerce,89.86,97.91,82.5,89.46,41.48,3.11,B,28.1,77.84,Low,42,58.26
Deepa,Kumar,STU02436,Female,23,Engineering,85.41,81.69,87.19,52.9,75.74,2.98,B,34.3,74.38,Low,37,41.85
Imran,Yadav,STU02437,Male,24,Engineering,50,99.07,77.63,83.35,54.04,3.14,B,34.0,78.52,Medium,59,60.05
Karan,Singh,STU02438,Female,24,CS,94.01,60.41,52.97,93.74,80.02,2.87,B,32.6,71.78,Medium,54,54.73
Pooja,Brown,STU02439,Male,20,Commerce,76.69,47.95,89.51,98.77,90.33,3.27,A,21.0,81.64,High,87,54.75
Simran,Singh,STU02440,Male,21,AI & ML,69.97,38.04,68.11,94.09,68.86,2.69,C,19.3,67.28,Medium,58,79.25
Meera,Verma,STU02441,Female,24,Commerce,87.95,46.38,84.39,64.3,89.61,2.85,B,12.7,71.17,High,93,56.47
Pooja,Kumar,STU02442,Female,19,Mathematics,87.24,96.67,52.49,91.62,55.77,2.97,B,13.6,74.14,Medium,70,87.99
Ali,Davis,STU02443,Female,22,Mathematics,64.26,37.93,61.2,42.56,89.82,2.32,D,5.8,57.88,High,82,72.86
Rakesh,Kumar,STU02444,Female,24,CS,54.48,45.22,99.2,82.56,80.21,3.07,B,25.2,76.8,Medium,77,97.04
Omar,Sharma,STU02445,Male,23,Commerce,88.73,77.99,85.06,74.27,45.36,2.83,B,12.6,70.67,Low,21,54.51
Aman,Verma,STU02446,Male,23,CS,62.86,63.24,97.02,57.37,73.21,2.91,B,16.7,72.71,Medium,53,77.25
Imran,Sharma,STU02447,Female,21,AI & ML,67.66,50.77,93.74,40.37,82.13,2.67,C,29.6,66.75,High,82,63.46
Aman,Williams,STU02448,Female,24,AI & ML,54.96,67.04,72.39,86.37,54.01,2.8,C,23.5,69.95,High,98,62.22
Rakesh,Singh,STU02449,Female,18,Engineering,52.89,78.52,45.57,79.11,51.51,2.55,C,12.4,63.68,Medium,61,54.75
Meera,Davis,STU02450,Female,22,Mathematics,50.09,36.95,95.55,87.46,55.06,2.75,C,30.4,68.75,High,95,56.51
Priya,Jones,STU02451,Male,24,AI & ML,83.77,93.01,95.28,96.15,40.36,3.25,A,26.8,81.2,High,86,57.15
Anjali,Brown,STU02452,Male,24,AI & ML,60.46,89.24,78.57,97.13,92,3.57,A,7.8,89.23,Low,33,71.38
Pooja,Singh,STU02453,Female,21,CS,98.51,74.04,68.72,76.58,49.52,2.69,C,32.7,67.21,High,81,43.79
Karan,Sharma,STU02454,Female,21,Physics,86.37,40.92,58.72,87.54,79.72,2.67,C,5.5,66.72,Low,48,62.72
Deepa,Patel,STU02455,Male,22,Mathematics,74.37,62.68,70.25,90.5,51.11,2.75,C,32.5,68.64,Medium,78,59.46
Pooja,Singh,STU02456,Female,22,Commerce,90.41,56.13,47.96,86.78,49.87,2.41,C,28.8,60.19,Medium,78,59.28
Karan,Williams,STU02457,Male,22,AI & ML,81.35,71.75,52.6,85.49,65.19,2.75,C,14.3,68.76,High,80,41.39
Ravi,Johnson,STU02458,Male,19,Business,79.27,62.11,80.86,99.63,65.46,3.08,B,9.1,77.02,Medium,70,51.1
Deepa,Jones,STU02459,Male,18,Business,79.47,75.82,81.56,80.26,79.01,3.17,B,11.2,79.16,Medium,66,69.46
Ali,Jones,STU02460,Female,20,Engineering,54.88,59.86,46.65,59.23,49.96,2.16,D,7.6,53.92,High,91,82.58
Ali,Jones,STU02461,Female,22,Business,51.66,36.75,82.39,65.94,95.49,2.81,B,28.7,70.14,Medium,58,56.41
Sneha,Verma,STU02462,Male,18,Engineering,61.82,49.31,53.87,59.51,81.78,2.44,C,17.0,61.12,High,86,98.25
Neha,Kumar,STU02463,Male,22,CS,66.84,53.64,60.41,93.29,93.96,3.01,B,5.2,75.33,Medium,64,93.05
Arjun,Patel,STU02464,Male,24,Commerce,82.17,72.58,50.77,63.94,65.84,2.53,C,17.5,63.28,Low,30,53.89
Raj,Sharma,STU02465,Female,22,Mathematics,51.19,91.8,66.39,76.89,98.72,3.34,A,12.8,83.45,High,85,64.97
Divya,Patel,STU02466,Male,20,Business,94.02,60.13,53.3,55.22,93.41,2.62,C,26.0,65.52,Medium,54,91.89
Simran,Kumar,STU02467,Female,24,CS,68.57,83.69,65.45,78.67,76.73,3.05,B,20.7,76.14,Medium,54,85.45
Omar,Johnson,STU02468,Male,23,AI & ML,74.08,90.69,61.3,64.35,92.56,3.09,B,11.4,77.22,Low,28,47.42
Ahmed,Davis,STU02469,Male,22,CS,91.28,89.12,92.83,77.68,58.43,3.18,B,15.8,79.52,High,90,86.56
Emma,Verma,STU02470,Male,19,Business,65.94,57.82,50.4,75.82,73.79,2.58,C,11.4,64.46,High,83,64.62
Rohit,Johnson,STU02471,Female,24,Engineering,86.91,67.24,61.33,86.91,88.38,3.04,B,23.8,75.97,High,95,74.69
Kabir,Verma,STU02472,Female,20,Mathematics,92.9,78.74,86.97,94.73,56.15,3.17,B,15.6,79.15,Low,39,68.83
Ali,Yadav,STU02473,Male,21,CS,96.91,92.1,52.75,46.09,61.01,2.52,C,34.7,62.99,Low,44,43.77
Ravi,Davis,STU02474,Female,19,Commerce,54.53,63.27,73.85,81.19,92.95,3.11,B,33.1,77.81,High,83,71.78
Divya,Jones,STU02475,Female,22,Engineering,68.85,94.6,99.33,42.18,40.36,2.76,C,16.9,69.12,Medium,74,76.87
Omar,Jones,STU02476,Female,23,Business,63.73,91.02,78.66,92.67,72.89,3.35,A,23.5,83.81,Medium,50,49.63
Priya,Johnson,STU02477,Male,18,Engineering,78.21,67.02,53.52,98.03,80.52,2.99,B,21.3,74.77,Low,22,94.4
Kabir,Kumar,STU02478,Female,20,Commerce,66.37,54.43,59.67,44.59,77.66,2.36,D,15.2,59.09,Medium,60,98.41
Divya,Yadav,STU02479,Male,18,AI & ML,60.21,89.85,83.52,57.1,63.88,2.94,B,24.6,73.59,Medium,65,84.51
Emma,Johnson,STU02480,Female,23,AI & ML,88.36,54.91,82.92,70.02,80.78,2.89,B,30.8,72.16,Medium,57,50.75
Deepa,Davis,STU02481,Male,18,Commerce,73.43,69.88,54.15,74.83,69.17,2.68,C,25.6,67.01,Medium,51,68.32
Neha,Smith,STU02482,Male,18,Engineering,92.61,49.73,93.03,74.83,96.55,3.14,B,23.8,78.53,Medium,51,54.29
John,Johnson,STU02483,Female,23,Physics,55.07,57.36,76.03,69.16,97.25,3,B,10.4,74.95,High,84,98.23
Anjali,Yadav,STU02484,Female,24,Physics,60.02,99.31,57.77,41.58,97.63,2.96,B,10.6,74.07,Medium,55,81.98
Isha,Kumar,STU02485,Female,23,Physics,77.16,60.3,57.67,52.96,89.96,2.61,C,27.2,65.22,Medium,55,65.56
Ahmed,Jones,STU02486,Female,24,Mathematics,90.37,79.89,44.23,74.82,88.05,2.87,B,7.8,71.75,Low,31,56.24
Kabir,Yadav,STU02487,Male,21,Commerce,64.12,43.69,98.06,54.68,39.15,2.36,D,8.1,58.9,Medium,62,96.99
Anjali,Patel,STU02488,Female,22,AI & ML,90.07,83.87,80.18,95.87,93.86,3.54,A,8.7,88.45,High,94,62.16
Divya,Verma,STU02489,Male,22,CS,73.71,95.5,97.88,71.78,89,3.54,A,31.9,88.54,Medium,65,83.05
Meera,Sharma,STU02490,Female,24,AI & ML,82.21,36.6,93.28,79.16,65.83,2.75,C,9.6,68.72,Medium,68,49.24
Rohit,Brown,STU02491,Male,20,Business,78.72,78.65,76.44,80.32,68.42,3.04,B,29.1,75.96,Medium,73,84.88
Rohit,Yadav,STU02492,Male,18,CS,66.04,73.26,61.24,95.85,41.04,2.71,C,33.5,67.85,High,86,82.84
Priya,Johnson,STU02493,Male,23,CS,95.67,81.38,93.47,84.33,79.55,3.39,A,8.2,84.68,High,88,42.45
Ravi,Singh,STU02494,Female,22,CS,65.39,44.81,51.92,73.6,70.24,2.41,C,24.3,60.14,High,87,78.46
Omar,Patel,STU02495,Male,21,Mathematics,71.42,65.03,45.2,91.27,51.25,2.53,C,10.0,63.19,Medium,68,94.66
John,Smith,STU02496,Male,21,Commerce,67.77,85.79,83.23,63.87,57.63,2.91,B,15.6,72.63,High,86,94.25
Divya,Patel,STU02497,Female,19,Mathematics,67.37,90.38,73.88,40.83,43.43,2.49,C,12.1,62.13,Medium,50,77.9
Rakesh,Brown,STU02498,Male,20,Business,58.89,64.68,75.14,96.99,85.2,3.22,A,11.3,80.5,Low,33,79.98
Omar,Yadav,STU02499,Male,18,Physics,79.2,42.2,95.83,91.52,82.52,3.12,B,9.9,78.02,Medium,75,99.9
Arjun,Jones,STU02500,Male,21,Mathematics,99.84,43.28,44.71,63.87,69.39,2.21,D,11.3,55.31,Low,36,79.69
Kabir,Brown,STU02501,Female,18,AI & ML,54.94,93,71.76,94.72,43.16,3.03,B,12.4,75.66,High,94,41.79
Pooja,Patel,STU02502,Male,22,AI & ML,88.05,63.04,86.54,87.07,74.6,3.11,B,24.6,77.81,Low,37,79.25
Ahmed,Sharma,STU02503,Male,22,Engineering,53.26,60.49,61.3,61.67,93.6,2.77,C,20.1,69.26,High,99,56.35
Pooja,Kumar,STU02504,Female,22,Engineering,96,36.66,61.42,61.38,73.37,2.33,D,13.2,58.21,High,81,91.05
Kabir,Williams,STU02505,Male,20,Mathematics,95.8,82.11,61.24,81.04,93.18,3.18,B,16.6,79.39,High,96,40.34
Arjun,Singh,STU02506,Female,20,Mathematics,53.54,83.2,54.39,46.53,63.62,2.48,C,33.6,61.94,High,94,45.78
Neha,Patel,STU02507,Male,19,CS,71.9,78.02,94.71,66.77,83.44,3.23,A,29.8,80.73,Low,47,75.18
Omar,Sharma,STU02508,Female,23,Physics,53.2,51.47,62.57,98.37,41.35,2.54,C,7.8,63.44,Low,43,40.59
Priya,Patel,STU02509,Female,19,Commerce,71.39,82.54,40.46,92.19,88.91,3.04,B,6.6,76.03,High,88,63.47
Rakesh,Singh,STU02510,Male,19,Physics,65.79,77.89,85.79,58.03,41.95,2.64,C,18.3,65.92,High,82,66.76
Karan,Yadav,STU02511,Male,21,Mathematics,78.98,76.55,48.2,76.84,91.3,2.93,B,9.9,73.22,Medium,63,51.12
John,Brown,STU02512,Female,24,AI & ML,77.95,96.45,44.2,54.11,93.8,2.89,B,10.4,72.14,High,88,92.33
Karan,Jones,STU02513,Male,18,Commerce,86.9,80.07,44.88,81.75,35.59,2.42,C,28.7,60.57,Medium,72,89.83
John,Kumar,STU02514,Male,21,CS,59.47,83.83,93.47,99.72,99.11,3.76,A+,21.6,94.03,Medium,58,81.28
Rakesh,Williams,STU02515,Female,22,Engineering,89.69,93.34,40.7,63.94,37.22,2.35,D,24.7,58.8,Medium,75,93.04
Anjali,Brown,STU02516,Female,23,AI & ML,74.62,62.62,47.42,43.5,47.81,2.01,D,23.8,50.34,High,93,84.41
Sara,Verma,STU02517,Male,24,Commerce,50.21,67.14,83.17,84.13,63.67,2.98,B,12.7,74.53,Low,46,61.77
Sneha,Brown,STU02518,Male,18,Commerce,77.01,46.42,99.84,72.98,55.26,2.75,C,13.7,68.62,Medium,56,69.39
Deepa,Singh,STU02519,Female,23,Physics,54.34,74.75,79.46,98.72,40.2,2.93,B,27.4,73.28,High,96,81.13
Omar,Davis,STU02520,Male,21,Business,74.69,81.81,43.94,55.33,48.56,2.3,D,8.1,57.41,High,95,60.24
Rohit,Johnson,STU02521,Male,21,AI & ML,95.18,61.46,40.39,51.67,66.11,2.2,D,28.0,54.91,Low,34,82.4
Kabir,Brown,STU02522,Male,19,Business,93.11,98.81,92.66,94,58.43,3.44,A,28.6,85.98,Medium,60,41.64
Pooja,Johnson,STU02523,Female,22,Engineering,55.64,87.17,85.78,41.22,75.95,2.9,B,29.5,72.53,High,99,76.96
Karan,Singh,STU02524,Female,20,Commerce,64.85,61.3,48.52,45.63,37.87,1.93,F,19.5,48.33,High,91,48.35
Anjali,Smith,STU02525,Male,22,CS,65.17,88.59,73.5,92.61,88.39,3.43,A,7.9,85.77,Medium,74,40.27
John,Brown,STU02526,Female,22,Business,88.31,70.05,75.56,43.17,87.3,2.76,C,18.2,69.02,Medium,58,76.82
Meera,Brown,STU02527,Male,18,CS,68.09,58.84,52.66,77.45,78.79,2.68,C,22.1,66.94,Medium,66,43.26
Meera,Patel,STU02528,Female,23,Business,78.85,81.05,80.07,99.46,99.26,3.6,A,6.0,89.96,High,95,77.57
Simran,Sharma,STU02529,Female,22,Engineering,50.73,81.26,72.99,93.28,84.53,3.32,A,13.0,83.02,Medium,50,79.05
Karan,Smith,STU02530,Male,23,CS,59.5,76.68,99.62,75.47,67.74,3.2,B,27.6,79.88,Low,23,53.9
Sneha,Sharma,STU02531,Female,24,Mathematics,96,44.68,79.81,77.19,65.66,2.67,C,11.6,66.84,Low,38,93.69
Maria,Smith,STU02532,Female,24,Physics,99.71,87.44,57.67,43.58,62.66,2.51,C,13.3,62.84,Low,34,66.65
Raj,Singh,STU02533,Female,22,AI & ML,82.24,52.58,82.76,68.61,63.78,2.68,C,9.0,66.93,High,95,41.18
Meera,Patel,STU02534,Male,20,Business,63.25,91.1,73.16,41.05,40.29,2.46,C,23.2,61.4,High,80,98.85
Rohit,Davis,STU02535,Female,23,AI & ML,72.48,91.11,72.57,46.85,97.44,3.08,B,25.5,76.99,High,99,54.36
Deepa,Jones,STU02536,Female,23,Mathematics,62.87,87.3,96.58,47.58,63.88,2.95,B,10.0,73.83,Medium,67,89.04
Liam,Patel,STU02537,Male,18,Physics,71.16,63.62,50.25,56.85,69.91,2.41,C,29.2,60.16,High,89,96.43
Aman,Sharma,STU02538,Male,20,Mathematics,91.96,97.8,79.81,73.66,40.43,2.92,B,10.8,72.92,Low,25,68.89
Rahul,Yadav,STU02539,Female,19,Engineering,64.91,59.61,64.41,46.87,52.24,2.23,D,18.3,55.78,Medium,51,95.4
Raj,Sharma,STU02540,Male,22,CS,83.71,59.09,85.15,72.15,98.72,3.15,B,13.7,78.78,High,93,44.84
Raj,Smith,STU02541,Male,21,Commerce,85.89,91.4,45.99,83.66,42.9,2.64,C,28.1,65.99,Low,22,60.7
Rohit,Davis,STU02542,Female,22,AI & ML,88.63,55.25,46.66,75.29,65.11,2.42,C,11.5,60.58,High,81,81.86
Meera,Johnson,STU02543,Female,18,AI & ML,55.73,52.39,45.15,93.21,75.59,2.66,C,21.3,66.59,High,80,63.96
Liam,Verma,STU02544,Male,20,CS,93.1,79.75,91.09,42.26,63.9,2.77,C,14.3,69.25,Medium,54,80.1
Divya,Brown,STU02545,Male,20,Commerce,95.7,49.82,93.89,87.45,72.91,3.04,B,16.4,76.02,High,90,64.35
Omar,Kumar,STU02546,Female,22,Mathematics,62.35,52.45,97.69,44.95,97.49,2.93,B,27.7,73.14,Medium,58,73.58
Sneha,Patel,STU02547,Male,24,Physics,74.18,47.63,82.61,55.28,93.14,2.79,C,25.0,69.67,High,86,51.81
Ahmed,Kumar,STU02548,Male,21,Mathematics,52.45,81.74,98.15,49.03,65.19,2.94,B,25.7,73.53,Medium,70,88.66
Maria,Yadav,STU02549,Male,24,AI & ML,91.89,56.97,82.79,62.9,85.77,2.88,B,9.4,72.11,High,90,99.51
Neha,Williams,STU02550,Female,19,CS,90.26,88.13,83.46,44.35,73.84,2.9,B,33.1,72.44,Low,47,59.53
Ravi,Singh,STU02551,Female,21,CS,71.37,95,51.82,92.12,53.88,2.93,B,8.7,73.2,Low,24,90.5
Maria,Jones,STU02552,Female,18,Mathematics,73.27,94.31,91.8,53.89,52.38,2.92,B,10.4,73.09,Low,25,78.99
Anjali,Johnson,STU02553,Male,21,Business,81.6,97.37,58.06,47.12,56.23,2.59,C,6.3,64.7,High,98,63.49
Sara,Davis,STU02554,Male,18,Business,58.11,83.07,96.49,42.19,73.4,2.95,B,19.5,73.79,Low,40,70.69
Deepa,Sharma,STU02555,Female,24,Commerce,70.72,88.39,77.34,73.6,98.8,3.38,A,26.2,84.53,High,92,52.11
Kabir,Brown,STU02556,Male,24,Mathematics,89.03,60.11,55.77,60.39,47.86,2.24,D,11.8,56.03,Medium,61,80.17
Emma,Williams,STU02557,Female,24,Engineering,69.7,52.54,61.97,92.87,73.85,2.81,B,8.9,70.31,Medium,53,42.14
Pooja,Verma,STU02558,Male,21,Engineering,82.3,57.8,89.35,66.64,51.27,2.65,C,34.7,66.26,High,86,82.74
Divya,Patel,STU02559,Female,22,CS,69.98,92.57,45.12,96.41,42.76,2.77,C,17.8,69.22,High,97,45.09
Sara,Jones,STU02560,Male,23,Business,55.07,45.76,88.36,64.76,87.16,2.86,B,10.2,71.51,Low,28,54.02
Simran,Brown,STU02561,Female,20,CS,64.17,98.77,68.73,51.58,57.13,2.76,C,32.0,69.05,High,84,88.1
Isha,Singh,STU02562,Female,18,Commerce,88.46,70.15,85.39,73.55,97.36,3.26,A,20.6,81.61,High,92,96.02
Arjun,Sharma,STU02563,Male,21,CS,99.04,86.13,71.64,52.47,86.08,2.96,B,31.8,74.08,High,90,67.87
Deepa,Kumar,STU02564,Male,22,Physics,54.48,52.4,47.18,61.62,48.2,2.09,D,26.7,52.35,Medium,53,58.79
Meera,Yadav,STU02565,Male,23,Physics,61.56,92,69.56,57.88,49.93,2.69,C,34.9,67.34,Low,22,88.39
Sneha,Williams,STU02566,Male,21,Engineering,93.96,38.77,74.53,72.2,41.17,2.27,D,24.9,56.67,High,80,53.88
Ali,Brown,STU02567,Female,23,CS,98.21,47.25,70.11,62.09,94.59,2.74,C,16.1,68.51,High,99,66.51
Neha,Verma,STU02568,Female,20,AI & ML,91.69,60.7,60.98,85.56,93.43,3.01,B,7.9,75.17,Low,37,60.55
Raj,Davis,STU02569,Male,24,Commerce,96.23,76.96,54.14,64.08,71.72,2.67,C,16.9,66.72,Medium,55,78.34
Neha,Smith,STU02570,Male,23,Commerce,62.46,80.32,59.62,53.54,53.65,2.47,C,22.8,61.78,Low,40,66.97
Ali,Yadav,STU02571,Female,19,Commerce,84.72,88.99,73.55,89.83,64.64,3.17,B,10.7,79.25,Low,44,80.12
John,Johnson,STU02572,Female,21,Physics,62.35,66.74,65.26,57.39,53.24,2.43,C,18.5,60.66,Medium,78,73.62
Rahul,Singh,STU02573,Male,23,Business,72.99,39.87,58.6,83.97,57.93,2.4,C,25.3,60.09,Medium,56,62.13
Aman,Davis,STU02574,Female,24,Mathematics,62.41,36.17,84.31,64.56,54.04,2.39,D,16.7,59.77,Medium,57,50.28
Deepa,Singh,STU02575,Male,23,Engineering,86.06,58.8,95.56,95.85,91.7,3.42,A,11.6,85.48,Medium,60,61.27
Karan,Singh,STU02576,Male,24,Commerce,54.83,52.65,46.11,81.29,95.79,2.76,C,10.4,68.96,High,81,60.95
Liam,Kumar,STU02577,Female,20,Business,94.93,38.92,51.3,95.2,80.86,2.66,C,21.1,66.57,Low,39,48.07
Liam,Davis,STU02578,Female,18,Physics,90.48,46.95,98.71,48.05,67.52,2.61,C,10.0,65.31,Medium,56,47.82
Ahmed,Davis,STU02579,Male,22,Mathematics,51.85,54.39,53.7,57.7,89.74,2.56,C,12.9,63.88,Low,35,75.16
Rahul,Williams,STU02580,Female,24,Physics,88.54,40.89,79.67,81.93,84.88,2.87,B,30.5,71.84,Medium,71,66.46
Karan,Verma,STU02581,Male,24,Engineering,62.75,72.57,42.4,54.81,45.84,2.16,D,18.9,53.91,High,87,90.82
Maria,Sharma,STU02582,Male,18,Commerce,88.4,76.92,94.93,94.21,48.1,3.14,B,16.0,78.54,Medium,58,70.08
Ali,Verma,STU02583,Female,22,Physics,90.51,90.57,59.79,41.49,66.59,2.58,C,30.9,64.61,Low,27,55.88
Sara,Kumar,STU02584,Male,23,Mathematics,63.9,74.83,44.01,95.99,64.82,2.8,C,33.4,69.91,High,83,84.45
Imran,Singh,STU02585,Female,22,Engineering,99.81,74.06,61.13,63.43,93.61,2.92,B,8.6,73.06,High,85,40.51
Ravi,Kumar,STU02586,Male,24,Commerce,82.93,74.29,63.68,76.8,99.31,3.14,B,19.9,78.52,Low,33,98.1
Anjali,Yadav,STU02587,Male,22,Business,62.32,66.69,86.97,65.89,85.97,3.06,B,28.6,76.38,Low,40,83.44
Emma,Yadav,STU02588,Female,23,Commerce,66.95,71.69,94.64,74.82,61.7,3.03,B,12.5,75.71,High,99,78.73
Isha,Jones,STU02589,Female,19,Mathematics,82.81,82.96,80.07,83.32,44.19,2.91,B,21.0,72.63,Low,31,72.13
Pooja,Davis,STU02590,Female,21,Commerce,55.17,38.27,76.41,55.16,87.64,2.57,C,6.7,64.37,Medium,55,94.87
Arjun,Yadav,STU02591,Male,22,Mathematics,91.9,62.45,57.68,88.91,53.24,2.62,C,21.1,65.57,High,98,49.46
Sara,Williams,STU02592,Male,23,Engineering,76.14,49.84,41.2,95.26,70.24,2.57,C,15.7,64.14,Medium,56,90.83
Imran,Verma,STU02593,Male,24,CS,56.92,37.12,57.92,69.19,36.93,2.01,D,6.7,50.29,High,98,71.91
Rakesh,Davis,STU02594,Female,23,CS,71.29,68.28,83.08,59.06,80.71,2.91,B,13.5,72.78,Medium,50,72.66
Pooja,Johnson,STU02595,Male,24,Commerce,92.39,72.26,97.03,75.3,88.27,3.33,A,33.9,83.22,Medium,67,85.86
Ali,Brown,STU02596,Male,21,Commerce,56.25,66.14,40.8,68.35,59.1,2.34,D,23.9,58.6,Medium,76,44.22
Pooja,Smith,STU02597,Female,19,CS,64.33,44.23,64.42,59.22,55.43,2.23,D,5.4,55.83,Low,43,46.46
Pooja,Smith,STU02598,Female,24,Engineering,54.95,41.86,61.8,43.69,40.76,1.88,F,18.2,47.03,Medium,52,42.63
John,Smith,STU02599,Male,23,Commerce,52.39,71.47,59.12,52.87,40.52,2.24,D,23.9,56.0,Medium,53,84.53
Simran,Patel,STU02600,Male,18,Business,55.74,70.74,60.14,53.25,96.62,2.81,B,30.0,70.19,High,88,83.38
Rohit,Kumar,STU02601,Female,20,Commerce,81.2,38.72,61.56,63.43,76.16,2.4,D,7.9,59.97,Medium,58,72.62
Aman,Brown,STU02602,Female,21,CS,55.27,85.71,79.27,49.56,39.88,2.54,C,33.4,63.6,Medium,65,69.09
Emma,Williams,STU02603,Male,22,Engineering,91.01,60.33,49.93,86.77,46.91,2.44,C,30.9,60.98,Medium,64,52.63
John,Singh,STU02604,Male,23,AI & ML,74.23,47.97,51.92,91.55,81.37,2.73,C,17.9,68.2,Medium,56,73.88
Meera,Kumar,STU02605,Male,24,Commerce,95.45,73.65,69.05,53.36,95.53,2.92,B,8.9,72.9,Low,38,81.52
Raj,Patel,STU02606,Female,24,Engineering,56.57,79.99,75.26,69.01,63.49,2.88,B,19.6,71.94,Low,29,64.61
Omar,Verma,STU02607,Female,22,AI & ML,71.64,86.08,46.2,83.95,43.99,2.6,C,22.9,65.06,Low,20,94.35
Rakesh,Johnson,STU02608,Male,18,Engineering,56.1,58.66,69.97,55.01,41.7,2.25,D,33.7,56.33,High,85,75.74
Ali,Jones,STU02609,Male,21,AI & ML,97.61,70.47,57.74,92.09,51.4,2.72,C,14.6,67.92,Low,42,57.87
Neha,Williams,STU02610,Female,24,Engineering,92.56,90.37,54.89,63.45,70.65,2.79,C,24.1,69.84,Low,41,42.38
Omar,Singh,STU02611,Female,20,AI & ML,59.94,66.45,88.08,66.57,78.23,2.99,B,32.8,74.83,High,82,79.81
Divya,Patel,STU02612,Male,20,Mathematics,69.18,80.4,49.71,63.57,49.4,2.43,C,24.1,60.77,Medium,69,66.22
Aman,Patel,STU02613,Male,23,Engineering,60.29,36.22,45.49,86,61.17,2.29,D,34.1,57.22,Medium,52,47.64
Karan,Kumar,STU02614,Female,22,CS,86.66,58.78,61.11,59.15,47.45,2.26,D,33.6,56.62,Low,21,55.25
Raj,Patel,STU02615,Male,20,Commerce,93.48,88.31,71.69,87.43,94.86,3.42,A,17.9,85.57,High,98,81.14
Isha,Yadav,STU02616,Female,21,CS,67.66,49.33,92.58,51.31,88.61,2.82,B,20.0,70.46,Medium,56,52.72
Maria,Verma,STU02617,Male,22,Business,54.04,49.07,96.64,54.02,42.14,2.42,C,28.9,60.47,Low,44,55.72
Imran,Johnson,STU02618,Female,21,Commerce,54.48,88.38,80.69,97.85,66.23,3.33,A,25.6,83.29,Low,46,60.74
Pooja,Williams,STU02619,Male,23,Engineering,66.76,53.95,42.4,84.85,40.47,2.22,D,30.0,55.42,High,91,46.96
Emma,Johnson,STU02620,Female,19,Commerce,55.88,36.61,81.22,99.03,84.94,3.02,B,27.9,75.45,Medium,53,40.62
Rakesh,Yadav,STU02621,Male,19,AI & ML,56.95,59.29,58.02,52.83,78.3,2.48,C,16.9,62.11,High,99,42.35
Omar,Johnson,STU02622,Female,18,Business,99.27,92.25,91.29,42.58,39.9,2.66,C,13.8,66.5,Medium,69,95.6
Imran,Yadav,STU02623,Male,21,Engineering,76.86,78.65,47.39,62.01,73.84,2.62,C,25.2,65.47,High,93,55.94
Deepa,Singh,STU02624,Male,19,CS,74.22,96.23,52.45,86.43,38.83,2.74,C,24.6,68.48,High,81,77.53
Maria,Kumar,STU02625,Female,24,Mathematics,92.99,67.55,59.26,48.03,58.57,2.33,D,17.6,58.35,Medium,75,85.14
Rohit,Sharma,STU02626,Male,21,Engineering,89.43,70.35,95.19,69.46,72.23,3.07,B,7.4,76.81,High,92,44.98
Ravi,Verma,STU02627,Male,19,Mathematics,81.32,43.26,74.52,57.51,45.15,2.2,D,9.8,55.11,Medium,72,68.63
Karan,Williams,STU02628,Female,22,Engineering,91,97.73,55.22,93.17,71.89,3.18,B,14.4,79.5,Low,44,51.88
Meera,Yadav,STU02629,Male,23,CS,99.78,38.59,55.66,58.27,82.42,2.35,D,31.1,58.73,High,85,96.0
Sneha,Sharma,STU02630,Male,24,CS,78.35,43.9,75.99,60.9,56.23,2.37,D,29.6,59.25,Medium,54,69.71
Karan,Verma,STU02631,Female,24,Business,60.67,74.57,60.68,98.73,55.39,2.89,B,24.8,72.34,Medium,77,52.13
Pooja,Johnson,STU02632,Male,22,Commerce,50.79,38.46,64.05,51.11,79.2,2.33,D,21.4,58.2,High,86,90.28
Sneha,Patel,STU02633,Female,21,Business,72.98,86.12,63.05,40.76,77.39,2.67,C,31.4,66.83,High,85,89.31
Neha,Williams,STU02634,Female,23,Mathematics,58.95,56.94,52.9,55.79,51.68,2.17,D,26.8,54.33,Medium,50,92.72
Aman,Brown,STU02635,Male,19,Business,89.99,68.05,87.92,82.24,41.46,2.8,C,18.8,69.92,Medium,67,64.02
Emma,Jones,STU02636,Female,23,AI & ML,87.29,77.76,60.42,78.36,57.3,2.74,C,23.0,68.46,Low,34,56.19
